CSA,CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022
277,44420,,,"Staunton, VA",Metropolitan Statistical Area,125434,125654,126027,126776,220,373,749
277,44420,,51015,"Augusta County, VA",County or equivalent,77485,77567,77778,78064,82,211,286
277,44420,,51790,"Staunton city, VA",County or equivalent,25754,25811,25653,25904,57,-158,251
277,44420,,51820,"Waynesboro city, VA",County or equivalent,22195,22276,22596,22808,81,320,212
278,,,,"Hartford-East Hartford, CT",Combined Statistical Area,1482096,1477759,1488587,1490406,-4337,10828,1819
278,25540,,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,1213530,1210079,1220287,1221725,-3451,10208,1438
278,25540,,9003,"Hartford County, CT",County or equivalent,899499,896666,898265,898783,-2833,1599,518
278,25540,,9007,"Middlesex County, CT",County or equivalent,164243,163970,166051,166537,-273,2081,486
278,25540,,9013,"Tolland County, CT",County or equivalent,149788,149443,155971,156405,-345,6528,434
278,35980,,,"Norwich-New London, CT",Metropolitan Statistical Area,268566,267680,268300,268681,-886,620,381
278,35980,,9011,"New London County, CT",County or equivalent,268566,267680,268300,268681,-886,620,381
279,,,,"Hattiesburg-Laurel, MS",Combined Statistical Area,255857,255840,256122,256095,-17,282,-27
279,25620,,,"Hattiesburg, MS",Metropolitan Statistical Area,172239,172325,173018,173359,86,693,341
279,25620,,28031,"Covington County, MS",County or equivalent,18339,18298,18250,18098,-41,-48,-152
279,25620,,28035,"Forrest County, MS",County or equivalent,78163,78185,77883,78110,22,-302,227
279,25620,,28073,"Lamar County, MS",County or equivalent,64223,64384,65395,65783,161,1011,388
279,25620,,28111,"Perry County, MS",County or equivalent,11514,11458,11490,11368,-56,32,-122
279,29860,,,"Laurel, MS",Micropolitan Statistical Area,83618,83515,83104,82736,-103,-411,-368
279,29860,,28061,"Jasper County, MS",County or equivalent,16370,16352,16265,16167,-18,-87,-98
279,29860,,28067,"Jones County, MS",County or equivalent,67248,67163,66839,66569,-85,-324,-270
284,,,,"Hot Springs-Malvern, AR",Combined Statistical Area,133218,133324,133494,133292,106,170,-202
284,26300,,,"Hot Springs, AR",Metropolitan Statistical Area,100172,100249,100386,100089,77,137,-297
284,26300,,5051,"Garland County, AR",County or equivalent,100172,100249,100386,100089,77,137,-297
284,31680,,,"Malvern, AR",Micropolitan Statistical Area,33046,33075,33108,33203,29,33,95
284,31680,,5059,"Hot Spring County, AR",County or equivalent,33046,33075,33108,33203,29,33,95
288,,,,"Houston-The Woodlands, TX",Combined Statistical Area,7312235,7330942,7408120,7533096,18707,77178,124976
288,13060,,,"Bay City, TX",Micropolitan Statistical Area,36249,36280,36366,36125,31,86,-241
288,13060,,48321,"Matagorda County, TX",County or equivalent,36249,36280,36366,36125,31,86,-241
288,14780,,,"Brenham, TX",Micropolitan Statistical Area,35804,35805,35898,36159,1,93,261
288,14780,,48477,"Washington County, TX",County or equivalent,35804,35805,35898,36159,1,93,261
288,20900,,,"El Campo, TX",Micropolitan Statistical Area,41574,41564,41697,41824,-10,133,127
288,20900,,48481,"Wharton County, TX",County or equivalent,41574,41564,41697,41824,-10,133,127
288,26420,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,7122206,7140749,7215837,7340118,18543,75088,124281
288,26420,,48015,"Austin County, TX",County or equivalent,30168,30131,30421,31097,-37,290,676
288,26420,,48039,"Brazoria County, TX",County or equivalent,372040,373481,378858,388181,1441,5377,9323
288,26420,,48071,"Chambers County, TX",County or equivalent,46571,47025,48721,51288,454,1696,2567
288,26420,,48157,"Fort Bend County, TX",County or equivalent,822779,829036,860124,889146,6257,31088,29022
288,26420,,48167,"Galveston County, TX",County or equivalent,350673,351559,355309,357117,886,3750,1808
288,26420,,48201,"Harris County, TX",County or equivalent,4731129,4734505,4735287,4780913,3376,782,45626
288,26420,,48291,"Liberty County, TX",County or equivalent,91632,92465,97382,101992,833,4917,4610
288,26420,,48339,"Montgomery County, TX",County or equivalent,620451,625243,650261,678490,4792,25018,28229
288,26420,,48473,"Waller County, TX",County or equivalent,56763,57304,59474,61894,541,2170,2420
288,26660,,,"Huntsville, TX",Micropolitan Statistical Area,76402,76544,78322,78870,142,1778,548
288,26660,,48471,"Walker County, TX",County or equivalent,76402,76544,78322,78870,142,1778,548
290,,,,"Huntsville-Decatur, AL",Combined Statistical Area,648221,651069,660500,671890,2848,9431,11390
290,19460,,,"Decatur, AL",Metropolitan Statistical Area,156498,156377,156526,157425,-121,149,899
290,19460,,1079,"Lawrence County, AL",County or equivalent,33077,33089,33123,33214,12,34,91
290,19460,,1103,"Morgan County, AL",County or equivalent,123421,123288,123403,124211,-133,115,808
290,26620,,,"Huntsville, AL",Metropolitan Statistical Area,491723,494692,503974,514465,2969,9282,10491
290,26620,,1083,"Limestone County, AL",County or equivalent,103563,104190,107381,110900,627,3191,3519
290,26620,,1089,"Madison County, AL",County or equivalent,388160,390502,396593,403565,2342,6091,6972
292,,,,"Idaho Falls-Rexburg-Blackfoot, ID",Combined Statistical Area,271705,272825,279566,284485,1120,6741,4919
292,13940,,,"Blackfoot, ID",Micropolitan Statistical Area,47995,48106,48898,49923,111,792,1025
292,13940,,16011,"Bingham County, ID",County or equivalent,47995,48106,48898,49923,111,792,1025
292,26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,157419,158376,162948,165608,957,4572,2660
292,26820,,16019,"Bonneville County, ID",County or equivalent,123955,124716,128045,129496,761,3329,1451
292,26820,,16023,"Butte County, ID",County or equivalent,2575,2583,2650,2684,8,67,34
292,26820,,16051,"Jefferson County, ID",County or equivalent,30889,31077,32253,33428,188,1176,1175
292,39940,,,"Rexburg, ID",Micropolitan Statistical Area,66291,66343,67720,68954,52,1377,1234
292,39940,,16043,"Fremont County, ID",County or equivalent,13383,13414,13606,13978,31,192,372
292,39940,,16065,"Madison County, ID",County or equivalent,52908,52929,54114,54976,21,1185,862
294,,,,"Indianapolis-Carmel-Muncie, IN",Combined Statistical Area,2492574,2495310,2510586,2524790,2736,15276,14204
294,18020,,,"Columbus, IN",Metropolitan Statistical Area,82218,82216,82730,83540,-2,514,810
294,18020,,18005,"Bartholomew County, IN",County or equivalent,82218,82216,82730,83540,-2,514,810
294,18820,,,"Crawfordsville, IN",Micropolitan Statistical Area,37941,37942,38061,38273,1,119,212
294,18820,,18107,"Montgomery County, IN",County or equivalent,37941,37942,38061,38273,1,119,212
294,24700,,,"Greensburg, IN",Micropolitan Statistical Area,26471,26465,26322,26416,-6,-143,94
294,24700,,18031,"Decatur County, IN",County or equivalent,26471,26465,26322,26416,-6,-143,94
294,26900,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,2111084,2113979,2128664,2141779,2895,14685,13115
294,26900,,18011,"Boone County, IN",County or equivalent,70814,71134,73006,74164,320,1872,1158
294,26900,,18013,"Brown County, IN",County or equivalent,15475,15482,15573,15570,7,91,-3
294,26900,,18057,"Hamilton County, IN",County or equivalent,347465,348966,357330,364921,1501,8364,7591
294,26900,,18059,"Hancock County, IN",County or equivalent,79851,80187,81855,83070,336,1668,1215
294,26900,,18063,"Hendricks County, IN",County or equivalent,174792,175575,179555,182534,783,3980,2979
294,26900,,18081,"Johnson County, IN",County or equivalent,161768,162224,164418,165782,456,2194,1364
294,26900,,18095,"Madison County, IN",County or equivalent,130141,130195,130979,131744,54,784,765
294,26900,,18097,"Marion County, IN",County or equivalent,977213,976631,971647,969466,-582,-4984,-2181
294,26900,,18109,"Morgan County, IN",County or equivalent,71785,71848,72260,72236,63,412,-24
294,26900,,18133,"Putnam County, IN",County or equivalent,36728,36679,37016,37301,-49,337,285
294,26900,,18145,"Shelby County, IN",County or equivalent,45052,45058,45025,44991,6,-33,-34
294,34620,,,"Muncie, IN",Metropolitan Statistical Area,111909,111763,111981,112031,-146,218,50
294,34620,,18035,"Delaware County, IN",County or equivalent,111909,111763,111981,112031,-146,218,50
294,35220,,,"New Castle, IN",Micropolitan Statistical Area,48912,48903,49036,48915,-9,133,-121
294,35220,,18065,"Henry County, IN",County or equivalent,48912,48903,49036,48915,-9,133,-121
294,35860,,,"North Vernon, IN",Micropolitan Statistical Area,27614,27581,27507,27536,-33,-74,29
294,35860,,18079,"Jennings County, IN",County or equivalent,27614,27581,27507,27536,-33,-74,29
294,42980,,,"Seymour, IN",Micropolitan Statistical Area,46425,46461,46285,46300,36,-176,15
294,42980,,18071,"Jackson County, IN",County or equivalent,46425,46461,46285,46300,36,-176,15
296,,,,"Ithaca-Cortland, NY",Combined Statistical Area,152558,146534,152533,150903,-6024,5999,-1630
296,18660,,,"Cortland, NY",Micropolitan Statistical Area,46814,46750,46489,46126,-64,-261,-363
296,18660,,36023,"Cortland County, NY",County or equivalent,46814,46750,46489,46126,-64,-261,-363
296,27060,,,"Ithaca, NY",Metropolitan Statistical Area,105744,99784,106044,104777,-5960,6260,-1267
296,27060,,36109,"Tompkins County, NY",County or equivalent,105744,99784,106044,104777,-5960,6260,-1267
297,,,,"Jackson-Brownsville, TN",Combined Statistical Area,198371,198373,198309,199129,2,-64,820
297,15140,,,"Brownsville, TN",Micropolitan Statistical Area,17862,17824,17715,17550,-38,-109,-165
297,15140,,47075,"Haywood County, TN",County or equivalent,17862,17824,17715,17550,-38,-109,-165
297,27180,,,"Jackson, TN",Metropolitan Statistical Area,180509,180549,180594,181579,40,45,985
297,27180,,47023,"Chester County, TN",County or equivalent,17348,17377,17479,17609,29,102,130
297,27180,,47033,"Crockett County, TN",County or equivalent,13909,13903,13993,13888,-6,90,-105
297,27180,,47053,"Gibson County, TN",County or equivalent,50409,50436,50537,50837,27,101,300
297,27180,,47113,"Madison County, TN",County or equivalent,98843,98833,98585,99245,-10,-248,660
298,,,,"Jackson-Vicksburg-Brookhaven, MS",Combined Statistical Area,671622,670239,665488,660563,-1383,-4751,-4925
298,15020,,,"Brookhaven, MS",Micropolitan Statistical Area,34906,34822,34907,34717,-84,85,-190
298,15020,,28085,"Lincoln County, MS",County or equivalent,34906,34822,34907,34717,-84,85,-190
298,27140,,,"Jackson, MS",Metropolitan Statistical Area,591995,590873,587131,583197,-1122,-3742,-3934
298,27140,,28029,"Copiah County, MS",County or equivalent,28371,28268,27927,27719,-103,-341,-208
298,27140,,28049,"Hinds County, MS",County or equivalent,227750,226763,222508,217730,-987,-4255,-4778
298,27140,,28051,"Holmes County, MS",County or equivalent,17001,16879,16476,16121,-122,-403,-355
298,27140,,28089,"Madison County, MS",County or equivalent,109149,109251,109919,111113,102,668,1194
298,27140,,28121,"Rankin County, MS",County or equivalent,157026,157149,158183,158979,123,1034,796
298,27140,,28127,"Simpson County, MS",County or equivalent,25950,25892,25686,25587,-58,-206,-99
298,27140,,28163,"Yazoo County, MS",County or equivalent,26748,26671,26432,25948,-77,-239,-484
298,46980,,,"Vicksburg, MS",Micropolitan Statistical Area,44721,44544,43450,42649,-177,-1094,-801
298,46980,,28149,"Warren County, MS",County or equivalent,44721,44544,43450,42649,-177,-1094,-801
300,,,,"Jacksonville-St. Marys-Palatka, FL-GA",Combined Statistical Area,1733951,1741065,1770839,1807412,7114,29774,36573
300,27260,,,"Jacksonville, FL",Metropolitan Statistical Area,1605855,1612764,1641026,1675668,6909,28262,34642
300,27260,,12003,"Baker County, FL",County or equivalent,28263,28115,28673,27803,-148,558,-870
300,27260,,12019,"Clay County, FL",County or equivalent,218250,218933,222533,226589,683,3600,4056
300,27260,,12031,"Duval County, FL",County or equivalent,995560,997604,1002252,1016536,2044,4648,14284
300,27260,,12089,"Nassau County, FL",County or equivalent,90355,91027,94393,97899,672,3366,3506
300,27260,,12109,"St. Johns County, FL",County or equivalent,273427,277085,293175,306841,3658,16090,13666
300,37260,,,"Palatka, FL",Micropolitan Statistical Area,73327,73376,74059,74731,49,683,672
300,37260,,12107,"Putnam County, FL",County or equivalent,73327,73376,74059,74731,49,683,672
300,41220,,,"St. Marys, GA",Micropolitan Statistical Area,54769,54925,55754,57013,156,829,1259
300,41220,,13039,"Camden County, GA",County or equivalent,54769,54925,55754,57013,156,829,1259
304,,,,"Johnson City-Kingsport-Bristol, TN-VA",Combined Statistical Area,514877,515174,516046,521528,297,872,5482
304,27740,,,"Johnson City, TN",Metropolitan Statistical Area,207278,207458,207252,210256,180,-206,3004
304,27740,,47019,"Carter County, TN",County or equivalent,56349,56362,56060,56410,13,-302,350
304,27740,,47171,"Unicoi County, TN",County or equivalent,17924,17883,17667,17674,-41,-216,7
304,27740,,47179,"Washington County, TN",County or equivalent,133005,133213,133525,136172,208,312,2647
304,28700,,,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,307599,307716,308794,311272,117,1078,2478
304,28700,,47073,"Hawkins County, TN",County or equivalent,56718,56710,57257,58043,-8,547,786
304,28700,,47163,"Sullivan County, TN",County or equivalent,158161,158237,159167,160820,76,930,1653
304,28700,,51169,"Scott County, VA",County or equivalent,21568,21585,21482,21476,17,-103,-6
304,28700,,51191,"Washington County, VA",County or equivalent,53934,53889,53793,53958,-45,-96,165
304,28700,,51520,"Bristol city, VA",County or equivalent,17218,17295,17095,16975,77,-200,-120
306,,,,"Johnstown-Somerset, PA",Combined Statistical Area,207624,207215,205280,204151,-409,-1935,-1129
306,27780,,,"Johnstown, PA",Metropolitan Statistical Area,133477,133199,132281,131441,-278,-918,-840
306,27780,,42021,"Cambria County, PA",County or equivalent,133477,133199,132281,131441,-278,-918,-840
306,43740,,,"Somerset, PA",Micropolitan Statistical Area,74147,74016,72999,72710,-131,-1017,-289
306,43740,,42111,"Somerset County, PA",County or equivalent,74147,74016,72999,72710,-131,-1017,-289
308,,,,"Jonesboro-Paragould, AR",Combined Statistical Area,179938,180419,180867,181960,481,448,1093
308,27860,,,"Jonesboro, AR",Metropolitan Statistical Area,134198,134555,134518,135512,357,-37,994
308,27860,,5031,"Craighead County, AR",County or equivalent,111233,111603,111788,113017,370,185,1229
308,27860,,5111,"Poinsett County, AR",County or equivalent,22965,22952,22730,22495,-13,-222,-235
308,37500,,,"Paragould, AR",Micropolitan Statistical Area,45740,45864,46349,46448,124,485,99
308,37500,,5055,"Greene County, AR",County or equivalent,45740,45864,46349,46448,124,485,99
309,,,,"Joplin-Miami, MO-OK",Combined Statistical Area,211685,211791,213162,214424,106,1371,1262
309,27900,,,"Joplin, MO",Metropolitan Statistical Area,181394,181562,182762,184086,168,1200,1324
309,27900,,29097,"Jasper County, MO",County or equivalent,122750,122878,123325,124075,128,447,750
309,27900,,29145,"Newton County, MO",County or equivalent,58644,58684,59437,60011,40,753,574
309,33060,,,"Miami, OK",Micropolitan Statistical Area,30291,30229,30400,30338,-62,171,-62
309,33060,,40115,"Ottawa County, OK",County or equivalent,30291,30229,30400,30338,-62,171,-62
310,,,,"Kalamazoo-Battle Creek-Portage, MI",Combined Statistical Area,501755,501750,500618,499867,-5,-1132,-751
310,12980,,,"Battle Creek, MI",Metropolitan Statistical Area,134293,134184,133878,133289,-109,-306,-589
310,12980,,26025,"Calhoun County, MI",County or equivalent,134293,134184,133878,133289,-109,-306,-589
310,17740,,,"Coldwater, MI",Micropolitan Statistical Area,44860,44868,45202,44531,8,334,-671
310,17740,,26023,"Branch County, MI",County or equivalent,44860,44868,45202,44531,8,334,-671
310,28020,,,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,261663,261767,260688,261173,104,-1079,485
310,28020,,26077,"Kalamazoo County, MI",County or equivalent,261663,261767,260688,261173,104,-1079,485
310,44780,,,"Sturgis, MI",Micropolitan Statistical Area,60939,60931,60850,60874,-8,-81,24
310,44780,,26149,"St. Joseph County, MI",County or equivalent,60939,60931,60850,60874,-8,-81,24
312,,,,"Kansas City-Overland Park-Kansas City, MO-KS",Combined Statistical Area,2528619,2531795,2539675,2545616,3176,7880,5941
312,11860,,,"Atchison, KS",Micropolitan Statistical Area,16341,16318,16257,16108,-23,-61,-149
312,11860,,20005,"Atchison County, KS",County or equivalent,16341,16318,16257,16108,-23,-61,-149
312,28140,,,"Kansas City, MO-KS",Metropolitan Statistical Area,2192030,2195043,2202933,2209494,3013,7890,6561
312,28140,,20091,"Johnson County, KS",County or equivalent,609864,611101,614848,619195,1237,3747,4347
312,28140,,20103,"Leavenworth County, KS",County or equivalent,81897,81953,82322,82892,56,369,570
312,28140,,20107,"Linn County, KS",County or equivalent,9591,9586,9730,9796,-5,144,66
312,28140,,20121,"Miami County, KS",County or equivalent,34205,34232,34665,34867,27,433,202
312,28140,,20209,"Wyandotte County, KS",County or equivalent,169230,168904,167290,165746,-326,-1614,-1544
